CUSTID,GENDER,DOB,EDATE,AGE,AGEGRP1,AGEGRP2,TV_REG,NGROUP,NEIGHBORHOOD,LCDATE,ORGANICS,BILL,REGION,CLASS,ORGYN,AFFL,LTIME
0000502316,F,1930-02-18,1998-02-23,68,60-80,60-70,S & S East,D,30,1994-11-14,1,50000,South East,Platinum,1,3,4
0000503053,F,1953-01-05,1998-02-23,45,40-60,40-50,N West,D,35,1994-02-25,0,1000,North,Silver,0,8,4
0000518069,F,1926-12-27,1998-02-23,71,60-80,70-80,London,A,04,1993-02-08,0,12000,South East,Gold,0,7,6
0000523259,F,1933-01-01,1998-02-23,65,60-80,60-70,S & S East,D,28,1991-01-08,0,9053.349999999999,South East,Gold,0,10,8
0000528102,F,1924-02-20,1998-02-23,74,60-80,70-80,London,C,24,1993-09-30,0,19000,South East,Gold,0,10,5
0000530042,F,1954-09-11,1998-02-23,43,40-60,40-50,N West,D,32,1993-09-28,1,0.009999999999999998,North,Tin,1,10,5
0000532479,F,1953-03-23,1998-02-23,44,40-60,40-50,S West,E,42,1990-02-12,0,500,South West,Silver,0,11,9
0000543004,U,1932-07-13,1998-02-23,65,60-80,60-70,London,F,48,1993-07-14,0,3000,South East,Silver,0,9,5
0000543683,M,1951-11-19,1998-02-23,46,40-60,40-50,S & S East,D,28,1986-05-14,0,17409.760000000002,South East,Gold,0,7,12
0000553115,F,1968-03-29,1998-02-23,29,20-40,20-30,Midlands,F,52,1986-07-16,0,2000,Midlands,Silver,0,8,12
0000580287,F,1944-09-26,1998-02-23,53,40-60,50-60,Wales & West,C,20,1993-03-26,1,0.009999999999999998,Midlands,Tin,1,7,5
0000588784,M,1934-03-05,1998-02-23,64,60-80,60-70,Midlands,E,37,1986-04-10,0,1000,Midlands,Silver,0,9,12
0000595233,M,1948-06-29,1998-02-23,49,40-60,40-50,S & S East,D,30,1994-01-18,1,3000,South East,Silver,1,10,5
0000598453,F,1938-09-01,1998-02-23,59,40-60,50-60,London,F,51,1991-01-17,2,12000,South East,Gold,1,17,8
0000600504,F,1960-07-09,1998-02-23,37,20-40,30-40,N West,F,52,1993-12-16,0,0.009999999999999998,North,Tin,0,8,5
0000601969,,1937-09-18,1998-02-23,60,60-80,60-70,London,B,14,1996-03-04,0,10000,South East,Gold,0,5,2
0000602906,,1933-12-11,1998-02-23,64,60-80,60-70,Yorkshire,F,52,1994-09-29,0,0.009999999999999998,North,Tin,0,10,4
0000604011,F,1930-08-30,1998-02-23,,,,N West,C,16,1994-11-15,0,5000,North,Silver,0,3,4
0000606316,F,1946-09-26,1998-02-23,51,40-60,50-60,London,C,26,1991-02-01,1,3000,South East,Silver,1,15,8
0000607118,F,1950-11-05,1998-02-23,47,40-60,40-50,Midlands,,,1993-09-30,0,0.009999999999999998,Midlands,Tin,0,8,5
0000607444,F,1947-01-05,1998-02-23,51,40-60,50-60,Wales & West,B,11,1995-10-17,0,3000,Midlands,Silver,0,18,3
0000608378,F,1939-08-31,1998-02-23,58,40-60,50-60,C Scotland,D,34,1987-10-21,0,3050,Scottish,Silver,0,5,11
0000610283,M,1951-09-01,1998-02-23,46,40-60,40-50,London,A,01,1990-02-01,0,0.009999999999999998,South East,Tin,0,9,9
0000611662,U,1949-10-29,1998-02-23,48,40-60,40-50,London,D,31,1993-12-22,0,0.009999999999999998,South East,Tin,0,5,5
0000618284,F,1952-01-29,1998-02-23,,,,East,E,41,,2,0.019999999999999997,Midlands,Silver,1,15,
0000621358,F,1936-04-03,1998-02-23,61,60-80,60-70,Midlands,C,19,1997-04-22,0,6000,Midlands,Gold,0,4,1
0000630888,F,1959-08-11,1998-02-23,38,20-40,30-40,Midlands,C,17,1993-12-08,1,0.009999999999999998,Midlands,Tin,1,9,5
0000633380,M,1929-11-16,1998-02-23,68,60-80,60-70,S & S East,E,41,1992-12-11,0,15000.01,South East,Gold,0,7,6
0000633542,F,1921-07-23,1998-02-23,76,60-80,70-80,Wales & West,F,53,1996-04-01,0,6000,Midlands,Gold,0,12,2
0000641022,F,1941-04-24,1998-02-23,56,40-60,50-60,Yorkshire,D,32,1990-05-01,0,0.009999999999999998,North,Tin,0,4,8
0000642568,M,1924-06-27,1998-02-23,73,60-80,70-80,N East,A,02,1997-04-29,1,360,North,Silver,1,8,1
0000649007,F,1960-10-04,1998-02-23,37,20-40,30-40,Midlands,D,33,1990-02-01,1,0.009999999999999998,Midlands,Tin,1,8,9
0000653500,F,1965-10-12,1998-02-23,32,20-40,30-40,Midlands,C,25,1997-07-07,1,2500,Midlands,Silver,1,,1
0000663603,F,1923-10-09,1998-02-23,74,60-80,70-80,London,A,01,1994-03-15,0,3350,South East,Silver,0,11,4
0000666238,M,1932-08-07,1998-02-23,65,60-80,60-70,Yorkshire,D,30,,0,6107.639999999999,North,Gold,0,9,
0000667692,F,1937-11-02,1998-02-23,60,60-80,60-70,Midlands,E,37,1996-03-26,0,5000,Midlands,Silver,0,5,2
0000669067,F,1963-01-19,1998-02-23,35,20-40,30-40,C Scotland,D,30,1994-03-14,0,1500,Scottish,Silver,0,10,4
0000672785,F,1951-10-26,1998-02-23,46,40-60,40-50,N Scot,C,23,1997-05-27,0,6544.99,Scottish,Gold,0,6,1
0000674885,F,1951-03-26,1998-02-23,46,40-60,40-50,London,E,37,1993-05-24,0,6000,South East,Gold,0,3,5
0000682144,F,1927-12-17,1998-02-23,70,60-80,70-80,London,E,41,1900-01-01,0,21684.94,South East,Platinum,0,5,0
0000691178,M,1960-06-25,1998-02-23,37,20-40,30-40,Ulster,,,1987-07-16,1,10000,Midlands,Gold,1,9,11
0000693847,U,1951-05-17,1998-02-23,46,40-60,40-50,S & S East,B,08,1995-05-25,0,6000,South East,Gold,0,4,3
0000708569,U,1930-02-25,1998-02-23,68,60-80,60-70,C Scotland,E,43,1981-02-16,0,4000,Scottish,Silver,0,3,18
0000711616,U,1924-12-28,1998-02-23,,,,Midlands,B,08,1994-11-10,0,50000,Midlands,Platinum,0,10,4
0000714054,U,1941-10-31,1998-02-23,,,,Wales & West,D,32,1993-11-05,0,5000,Midlands,Silver,0,11,5
0000723185,F,1948-11-04,1998-02-23,49,40-60,40-50,London,E,37,1995-09-08,0,3000,South East,Silver,0,12,3
0000734446,F,1934-07-07,1998-02-23,63,60-80,60-70,Midlands,E,38,1991-06-05,0,3026.6699999999996,Midlands,Silver,0,4,7
0000741779,U,1935-06-09,1998-02-23,62,60-80,60-70,Midlands,B,08,1993-05-05,0,5000,Midlands,Silver,0,4,5
0000742880,F,1926-12-28,1998-02-23,,,,S & S East,E,37,1991-08-09,1,10000,South East,Gold,1,5,7
0000745421,,1936-03-02,1998-02-23,62,60-80,60-70,East,D,34,1990-07-01,0,0.019999999999999997,Midlands,Silver,0,5,8
0000749044,U,1923-08-07,1998-02-23,74,60-80,70-80,N East,C,22,1997-04-07,0,6000,North,Gold,0,5,1
0000750840,F,1945-05-23,1998-02-23,52,40-60,50-60,S & S East,,,1993-03-10,0,0.009999999999999998,South East,Tin,0,5,5
0000755931,F,1955-06-24,1998-02-23,42,40-60,40-50,N West,B,10,1994-11-07,0,0.009999999999999998,North,Tin,0,,4
0000760641,,1923-11-03,1998-02-23,74,60-80,70-80,Midlands,D,28,1981-12-31,1,6000,Midlands,Gold,1,8,17
0000764876,F,1954-06-24,1998-02-23,43,40-60,40-50,S & S East,D,32,1993-09-28,0,0.009999999999999998,South East,Tin,0,7,5
0000770264,F,1933-06-19,1998-02-23,64,60-80,60-70,London,C,25,1996-09-30,0,12000,South East,Gold,0,8,2
0000775258,F,1966-10-18,1998-02-23,31,20-40,30-40,N West,E,44,1990-02-01,0,1100,North,Silver,0,12,9
0000778176,F,1956-10-16,1998-02-23,41,40-60,40-50,N East,D,27,1994-02-14,0,1000,North,Silver,0,11,5
0000779199,F,1952-11-26,1998-02-23,45,40-60,40-50,Wales & West,F,51,1990-03-01,0,0.009999999999999998,Midlands,Tin,0,9,8
0000794872,,1930-11-01,1998-02-23,67,60-80,60-70,London,C,25,1996-05-28,0,10000.01,South East,Gold,0,8,2
0000795267,F,1939-08-06,1998-02-23,,,,London,A,01,1985-04-12,2,1000,South East,Silver,1,17,13
0000796026,F,1957-09-07,1998-02-23,40,40-60,40-50,London,C,21,1993-12-03,0,0.009999999999999998,South East,Tin,0,9,5
0000802069,F,1927-11-02,1998-02-23,70,60-80,70-80,S & S East,B,05,1996-04-04,0,12000,South East,Gold,0,7,2
0000804061,F,1970-08-27,1998-02-23,,,,S & S East,C,16,1997-04-07,2,480,South East,Silver,1,20,1
0000806994,,1941-05-04,1998-02-23,56,40-60,50-60,Midlands,F,52,1994-01-14,0,0.009999999999999998,Midlands,Tin,0,6,5
0000807877,F,1932-11-18,1998-02-23,,,,London,B,13,1997-11-05,0,8053.349999999999,South East,Gold,0,,1
0000811831,,1965-07-01,1998-02-23,32,20-40,30-40,Yorkshire,F,52,1994-02-10,3,0.009999999999999998,North,Tin,1,15,5
0000819301,M,1946-10-29,1998-02-23,51,40-60,50-60,Ulster,,,1993-02-20,0,1000,Midlands,Silver,0,10,6
0000823066,,1932-05-22,1998-02-23,65,60-80,60-70,London,B,10,1991-05-24,0,50,South East,Silver,0,8,7
0000823961,F,1945-05-12,1998-02-23,52,40-60,50-60,Wales & West,F,51,1996-08-19,0,6000,Midlands,Gold,0,8,2
0000826758,F,1971-04-27,1998-02-23,,,,C Scotland,C,25,1997-01-06,1,6000,Scottish,Gold,1,8,2
0000827614,F,1959-11-16,1998-02-23,38,20-40,30-40,S & S East,E,38,1990-02-01,1,0.009999999999999998,South East,Tin,1,6,9
0000830380,F,1954-03-25,1998-02-23,43,40-60,40-50,London,D,32,1988-03-28,0,50,South East,Silver,0,8,10
0000835404,M,1960-04-20,1998-02-23,37,20-40,30-40,N West,E,44,1993-09-25,0,0.009999999999999998,North,Tin,0,7,5
0000836222,M,1955-05-31,1998-02-23,42,40-60,40-50,N Scot,C,22,1993-12-06,0,0.009999999999999998,Scottish,Tin,0,7,5
0000841013,U,1976-01-14,1998-02-23,22,20-40,20-30,Midlands,A,02,1995-06-30,0,6000,Midlands,Gold,0,4,3
0000842486,U,1966-03-24,1998-02-23,31,20-40,30-40,East,E,44,1990-04-01,0,0.009999999999999998,Midlands,Tin,0,8,8
0000848085,F,1964-11-09,1998-02-23,33,20-40,30-40,N West,B,06,1992-02-01,2,0.019999999999999997,North,Silver,1,15,7
0000851396,M,1934-04-18,1998-02-23,,,,London,F,51,1992-02-21,0,600,South East,Silver,0,9,7
0000853291,,1966-09-10,1998-02-23,31,20-40,30-40,Midlands,F,49,1997-11-24,0,5000,Midlands,Silver,0,8,1
0000856916,M,1943-04-02,1998-02-23,54,40-60,50-60,C Scotland,D,34,1991-01-14,0,12000,Scottish,Gold,0,8,8
0000861820,F,1943-05-15,1998-02-23,54,40-60,50-60,S & S East,C,18,1996-05-10,0,1000,South East,Silver,0,5,2
0000870307,M,1944-05-17,1998-02-23,53,40-60,50-60,Yorkshire,B,10,1995-11-02,0,6000,North,Gold,0,9,3
0000871095,F,1961-01-12,1998-02-23,37,20-40,30-40,Yorkshire,F,53,1993-10-01,2,0.009999999999999998,North,Tin,1,16,5
0000875694,,1934-10-04,1998-02-23,63,60-80,60-70,S West,D,28,1996-04-22,0,6000,South West,Gold,0,8,2
0000876623,M,1964-06-15,1998-02-23,33,20-40,30-40,N West,,,1994-02-07,0,0.009999999999999998,North,Tin,0,3,5
0000878812,F,1932-04-26,1998-02-23,65,60-80,60-70,London,B,12,1990-06-01,0,0.009999999999999998,South East,Tin,0,7,8
0000889199,F,1959-02-27,1998-02-23,39,20-40,30-40,Midlands,E,38,1988-05-10,1,50,Midlands,Silver,1,14,10
0000897485,F,1955-04-21,1998-02-23,42,40-60,40-50,C Scotland,F,47,1996-11-25,1,6000,Scottish,Gold,1,9,2
0000899186,M,1930-04-15,1998-02-23,67,60-80,60-70,Yorkshire,E,37,1991-01-07,0,3000,North,Silver,0,6,8
0000903191,F,1954-08-08,1998-02-23,43,40-60,40-50,Midlands,F,52,1993-11-26,1,0.009999999999999998,Midlands,Tin,1,11,5
0000908584,M,1937-11-20,1998-02-23,,,,N West,C,23,1993-01-29,0,6000,North,Gold,0,9,6
0000909459,F,1947-04-09,1998-02-23,50,40-60,50-60,S & S East,C,19,1990-02-01,0,0.019999999999999997,South East,Silver,0,8,9
0000910007,,1927-12-25,1998-02-23,70,60-80,70-80,Midlands,B,08,1993-04-22,0,12000,Midlands,Gold,0,5,5
0000918237,F,1939-03-28,1998-02-23,58,40-60,50-60,Midlands,D,28,1990-05-24,0,0.009999999999999998,Midlands,Tin,0,13,8
0000919551,F,1947-08-26,1998-02-23,50,40-60,50-60,,,,1993-09-29,1,0.009999999999999998,,Tin,1,13,5
0000922366,F,1920-03-05,1998-02-23,78,60-80,70-80,Ulster,,,1994-02-23,0,1250,Midlands,Silver,0,7,5
0000929506,M,1919-01-05,1998-02-23,79,60-80,70-80,East,B,12,1991-01-02,0,6000,Midlands,Gold,0,5,8
0000935530,F,1929-06-16,1998-02-23,68,60-80,60-70,London,A,01,1991-01-14,1,800,South East,Silver,1,8,8
0000943517,F,1949-07-09,1998-02-23,48,40-60,40-50,London,A,01,1990-11-01,0,600,South East,Silver,0,9,8
0000946311,M,1935-10-23,1998-02-23,,,,London,C,20,1995-08-17,0,3000,South East,Silver,0,9,3
0000950033,M,1962-08-22,1998-02-23,35,20-40,30-40,S West,F,51,1994-02-22,0,1500,South West,Silver,0,12,5
0000951897,F,1959-08-04,1998-02-23,38,20-40,30-40,East,D,34,1994-03-07,1,0.009999999999999998,Midlands,Tin,1,9,4
0000952729,M,1956-03-02,1998-02-23,42,40-60,40-50,N West,C,17,1993-03-29,0,6041.13,North,Gold,0,11,5
0000956155,M,1947-03-27,1998-02-23,50,40-60,50-60,N West,C,17,1994-03-22,0,420.01,North,Silver,0,14,4
0000956635,M,1934-05-13,1998-02-23,63,60-80,60-70,N West,C,22,1993-09-21,1,0.009999999999999998,North,Tin,1,4,5
0000963194,F,1923-01-30,1998-02-23,75,60-80,70-80,London,C,20,1997-07-10,0,6000,South East,Gold,0,9,1
0000966932,F,1947-05-09,1998-02-23,50,40-60,50-60,London,D,29,1990-04-01,0,50,South East,Silver,0,8,8
0000985295,F,1939-12-17,1998-02-23,58,40-60,50-60,London,D,34,1990-07-01,0,0.009999999999999998,South East,Tin,0,2,8
0000994332,F,1932-01-03,1998-02-23,66,60-80,60-70,Ulster,,,1990-03-03,0,500,Midlands,Silver,0,8,8
0000997684,F,1943-06-22,1998-02-23,54,40-60,50-60,London,F,48,1988-02-08,0,50,South East,Silver,0,6,11
0001002422,F,1943-07-26,1998-02-23,54,40-60,50-60,N West,D,35,1994-02-11,0,0.009999999999999998,North,Tin,0,7,5
0001003402,F,1959-07-26,1998-02-23,38,20-40,30-40,London,F,53,1993-02-05,1,0.009999999999999998,South East,Tin,1,18,6
0001004301,M,1939-11-15,1998-02-23,,,,East,F,53,1996-06-14,0,6000,Midlands,Gold,0,6,2
0001008129,M,1943-01-03,1998-02-23,55,40-60,50-60,London,C,24,1993-06-11,0,1000,South East,Silver,0,8,5
0001009060,M,1945-12-29,1998-02-23,52,40-60,50-60,C Scotland,E,38,1994-09-26,0,0.009999999999999998,Scottish,Tin,0,8,4
0001009931,F,1938-10-16,1998-02-23,59,40-60,50-60,Midlands,D,32,1996-03-25,0,1500,Midlands,Silver,0,11,2
0001011243,M,1934-05-05,1998-02-23,63,60-80,60-70,S West,F,49,1996-05-30,1,1000,South West,Silver,1,6,2
0001011669,M,1950-10-30,1998-02-23,47,40-60,40-50,N West,E,38,1992-09-01,0,0.009999999999999998,North,Tin,0,15,6
0001012509,F,1953-10-18,1998-02-23,44,40-60,40-50,London,F,51,1990-05-01,0,0.009999999999999998,South East,Tin,0,6,8
0001013394,F,1958-11-29,1998-02-23,39,20-40,30-40,London,A,04,1991-12-01,0,0.009999999999999998,South East,Tin,0,7,7
0001018361,U,1925-12-14,1998-02-23,72,60-80,70-80,Midlands,A,04,1996-05-29,0,6000,Midlands,Gold,0,5,2
0001022334,M,1959-12-26,1998-02-23,38,20-40,30-40,Wales & West,F,47,1994-01-28,0,0.009999999999999998,Midlands,Tin,0,8,5
0001024248,F,1926-01-09,1998-02-23,72,60-80,70-80,S & S East,D,30,1990-06-01,0,0.009999999999999998,South East,Tin,0,13,8
0001029592,M,1947-07-28,1998-02-23,,,,London,D,27,1994-05-12,1,0.009999999999999998,South East,Tin,1,11,4
0001030302,,1921-07-28,1998-02-23,76,60-80,70-80,Border,F,49,1991-01-07,0,3000,Scottish,Silver,0,6,8
0001036084,,1947-10-14,1998-02-23,50,40-60,50-60,N East,D,32,1991-01-24,0,3000,North,Silver,0,11,8
0001040227,F,1931-05-23,1998-02-23,66,60-80,60-70,Wales & West,C,19,1991-01-14,0,9000,Midlands,Gold,0,7,8
0001040944,,1946-06-17,1998-02-23,51,40-60,50-60,London,E,38,1993-09-21,0,0.009999999999999998,South East,Tin,0,6,5
0001041231,,1936-05-23,1998-02-23,61,60-80,60-70,Midlands,C,19,,0,6107.639999999999,Midlands,Gold,0,7,
0001043773,,1935-01-16,1998-02-23,63,60-80,60-70,Midlands,C,25,1990-03-01,0,0.009999999999999998,Midlands,Tin,0,3,8
0001054015,F,1920-02-13,1998-02-23,78,60-80,70-80,London,F,51,1993-11-10,0,7500,South East,Gold,0,6,5
0001055682,M,1942-06-19,1998-02-23,55,40-60,50-60,East,B,15,1996-03-22,0,5672.3099999999995,Midlands,Gold,0,9,2
0001060228,M,1948-06-21,1998-02-23,49,40-60,40-50,Midlands,F,53,1995-10-25,0,10000,Midlands,Gold,0,7,3
0001061348,,1927-09-28,1998-02-23,70,60-80,70-80,London,B,05,1990-07-04,0,2884.96,South East,Silver,0,13,8
0001068601,F,1952-09-21,1998-02-23,45,40-60,40-50,Midlands,D,32,1994-05-26,0,0.009999999999999998,Midlands,Tin,0,6,4
0001070037,F,1924-08-07,1998-02-23,73,60-80,70-80,C Scotland,F,52,1966-07-29,0,600,Scottish,Silver,0,5,32
0001070460,F,1927-02-10,1998-02-23,71,60-80,70-80,London,A,04,1994-04-12,1,23425,South East,Platinum,1,8,4
0001072773,F,1945-03-25,1998-02-23,52,40-60,50-60,London,D,27,1994-01-28,0,7017.55,South East,Gold,0,14,5
0001080016,F,1945-08-01,1998-02-23,52,40-60,50-60,East,D,34,,0,0.009999999999999998,Midlands,Tin,0,11,
0001083767,F,1933-08-09,1998-02-23,64,60-80,60-70,,F,52,1997-03-12,0,3000,,Silver,0,9,1
0001084607,F,1940-05-23,1998-02-23,57,40-60,50-60,Midlands,C,16,1991-03-19,0,9052.66,Midlands,Gold,0,9,7
0001087452,F,1928-11-15,1998-02-23,,,,Midlands,E,44,1971-11-08,0,2000,Midlands,Silver,0,6,27
0001091085,M,1934-07-20,1998-02-23,63,60-80,60-70,N West,D,27,1994-04-01,0,6053.339999999999,North,Gold,0,10,4
0001094955,F,1966-01-10,1998-02-23,32,20-40,30-40,Midlands,E,41,1994-11-18,1,0.009999999999999998,Midlands,Tin,1,,4
0001097474,M,1959-02-28,1998-02-23,39,20-40,30-40,N West,C,24,1990-10-09,2,0.009999999999999998,North,Tin,1,20,8
0001098918,F,1962-06-03,1998-02-23,35,20-40,30-40,Midlands,C,22,1994-10-07,1,0.009999999999999998,Midlands,Tin,1,7,4
0001101579,F,1940-02-11,1998-02-23,58,40-60,50-60,Wales & West,F,48,1990-02-01,0,1930,Midlands,Silver,0,8,9
0001103288,F,1957-12-12,1998-02-23,40,40-60,40-50,Midlands,C,23,1994-11-15,1,0.009999999999999998,Midlands,Tin,1,10,4
0001104136,M,1924-11-15,1998-02-23,,,,S & S East,C,25,1993-03-08,1,980,South East,Silver,1,13,5
0001108646,F,1936-12-05,1998-02-23,61,60-80,60-70,London,A,03,1988-02-03,0,12150,South East,Gold,0,9,11
0001111434,F,1927-12-18,1998-02-23,70,60-80,70-80,N West,C,25,1987-06-09,0,500,North,Silver,0,13,11
0001115014,F,1925-04-05,1998-02-23,,,,Midlands,D,31,1987-06-02,0,9000,Midlands,Gold,0,12,11
0001117629,F,1943-11-30,1998-02-23,,,,Midlands,D,35,1990-05-17,0,0.009999999999999998,Midlands,Tin,0,7,8
0001128353,F,1927-10-25,1998-02-23,70,60-80,70-80,N West,F,52,1994-02-23,0,3500,North,Silver,0,5,5
0001131451,F,1937-09-19,1998-02-23,60,60-80,60-70,Wales & West,A,03,1994-11-09,0,10000,Midlands,Gold,0,6,4
0001134051,F,1920-11-05,1998-02-23,77,60-80,70-80,S & S East,B,06,1987-07-15,0,4884.25,South East,Silver,0,14,11
0001135724,F,1923-07-04,1998-02-23,74,60-80,70-80,S & S East,E,42,1986-06-23,0,4500,South East,Silver,0,10,12
0001136585,F,1930-12-07,1998-02-23,67,60-80,60-70,Wales & West,D,33,1994-02-21,0,3000,Midlands,Silver,0,7,5
0001137492,M,1946-04-26,1998-02-23,51,40-60,50-60,Midlands,D,27,1987-04-06,1,17000,Midlands,Gold,1,7,11
0001138235,F,1961-02-17,1998-02-23,37,20-40,30-40,Midlands,C,25,1990-06-01,3,50.01,Midlands,Silver,1,18,8
0001143662,,1963-02-19,1998-02-23,35,20-40,30-40,N West,F,52,1993-03-31,0,5044.459999999999,North,Gold,0,8,5
0001150820,F,1939-08-23,1998-02-23,58,40-60,50-60,N Scot,C,20,1976-12-08,0,6000,Scottish,Gold,0,5,22
0001151037,F,1970-03-13,1998-02-23,27,20-40,20-30,S & S East,D,30,1991-11-15,0,5,South East,Silver,0,6,7
0001154958,U,1925-04-17,1998-02-23,72,60-80,70-80,London,B,12,1986-06-29,0,32050,South East,Platinum,0,5,12
0001156179,F,1927-09-26,1998-02-23,70,60-80,70-80,London,D,31,1990-11-28,0,6000,South East,Gold,0,9,8
0001162020,F,1946-07-09,1998-02-23,,,,Wales & West,F,51,1996-08-07,0,0.009999999999999998,Midlands,Tin,0,7,2
0001164910,M,1946-04-17,1998-02-23,51,40-60,50-60,N West,E,38,1988-06-23,0,0.009999999999999998,North,Tin,0,7,10
0001176846,F,1966-03-15,1998-02-23,31,20-40,30-40,,F,52,1997-03-20,1,1064.4499999999998,,Silver,1,9,1
0001178520,F,1939-12-16,1998-02-23,58,40-60,50-60,Wales & West,F,51,1990-07-01,0,3000.01,Midlands,Silver,0,10,8
0001179462,F,1925-01-16,1998-02-23,73,60-80,70-80,Wales & West,E,38,1993-01-20,0,0.009999999999999998,Midlands,Tin,0,10,6
0001184199,F,1959-05-20,1998-02-23,38,20-40,30-40,London,F,51,1994-05-19,0,4500,South East,Silver,0,7,4
0001186671,F,1926-07-17,1998-02-23,71,60-80,70-80,London,A,01,1995-10-17,1,2000,South East,Silver,1,7,3
0001190369,M,1947-07-09,1998-02-23,50,40-60,50-60,London,C,22,1992-03-06,2,3000,South East,Silver,1,22,6
0001191357,U,1936-07-10,1998-02-23,,,,Wales & West,,,1994-03-03,0,2000,Midlands,Silver,0,9,4
0001192051,F,1947-01-30,1998-02-23,51,40-60,50-60,Midlands,C,22,1971-11-26,0,3500,Midlands,Silver,0,6,27
0001195654,F,1965-02-12,1998-02-23,33,20-40,30-40,Wales & West,D,35,1990-07-01,0,0.009999999999999998,Midlands,Tin,0,10,8
0001196413,U,1930-06-01,1998-02-23,67,60-80,60-70,Midlands,A,01,1994-12-19,0,5000,Midlands,Silver,0,6,4
0001201212,M,1920-01-06,1998-02-23,78,60-80,70-80,S & S East,B,15,1991-01-14,0,3000,South East,Silver,0,,8
0001214039,F,1933-04-09,1998-02-23,64,60-80,60-70,London,A,02,1994-11-14,1,20000,South East,Gold,1,8,4
0001214934,F,1947-10-21,1998-02-23,50,40-60,50-60,London,F,52,1994-05-11,0,5000,South East,Silver,0,9,4
0001219553,U,1921-08-09,1998-02-23,76,60-80,70-80,N West,E,37,1983-04-14,0,6000,North,Gold,0,8,15
0001220462,F,1956-03-06,1998-02-23,41,40-60,40-50,London,F,50,1995-03-22,0,6000,South East,Gold,0,5,3
0001225006,M,1948-01-08,1998-02-23,50,40-60,50-60,C Scotland,D,31,1991-07-01,1,0.009999999999999998,Scottish,Tin,1,12,7
0001227807,F,1943-05-12,1998-02-23,54,40-60,50-60,S West,A,02,1969-02-18,0,12078.349999999999,South West,Gold,0,13,30
0001237713,F,1952-11-19,1998-02-23,45,40-60,40-50,S & S East,B,14,1991-01-11,0,3000,South East,Silver,0,13,8
0001238604,F,1926-03-01,1998-02-23,72,60-80,70-80,London,B,10,1985-11-25,0,50.01,South East,Silver,0,,13
0001245880,,1957-01-17,1998-02-23,41,40-60,40-50,N West,F,53,1990-02-01,0,0.009999999999999998,North,Tin,0,7,9
0001246933,M,1939-02-08,1998-02-23,59,40-60,50-60,S & S East,B,13,1996-09-05,0,780,South East,Silver,0,10,2
0001250647,,1929-06-08,1998-02-23,68,60-80,60-70,Midlands,C,23,1994-02-03,1,4000,Midlands,Silver,1,9,5
0001260758,M,1931-11-16,1998-02-23,66,60-80,60-70,C Scotland,D,35,1990-02-24,0,2000,Scottish,Silver,0,9,9
0001263749,M,1945-12-11,1998-02-23,52,40-60,50-60,Yorkshire,B,06,1987-09-03,0,0.009999999999999998,North,Tin,0,5,11
0001265857,M,1924-09-25,1998-02-23,73,60-80,70-80,Ulster,,,1993-01-27,0,6000,Midlands,Gold,0,8,6
0001275305,U,1952-11-14,1998-02-23,45,40-60,40-50,N West,F,50,1990-01-01,0,300,North,Silver,0,6,9
0001276417,F,1950-01-03,1998-02-23,48,40-60,40-50,S & S East,D,30,1994-01-20,1,0.009999999999999998,South East,Tin,1,9,5
0001277200,F,1938-01-11,1998-02-23,60,60-80,60-70,S & S East,B,06,1994-01-17,0,0.009999999999999998,South East,Tin,0,6,5
0001285750,F,1940-07-14,1998-02-23,57,40-60,50-60,London,B,12,1990-05-21,0,0.009999999999999998,South East,Tin,0,,8
0001287850,F,1941-08-19,1998-02-23,56,40-60,50-60,East,C,23,1991-03-20,0,6105.32,Midlands,Gold,0,11,7
0001288741,F,1966-03-23,1998-02-23,31,20-40,30-40,Midlands,E,44,1994-10-26,2,0.009999999999999998,Midlands,Tin,1,26,4
0001289772,F,1963-06-15,1998-02-23,,,,S West,D,30,1994-03-29,1,0.009999999999999998,South West,Tin,1,,4
0001303252,M,1942-08-05,1998-02-23,55,40-60,50-60,London,C,26,1987-10-09,0,0.009999999999999998,South East,Tin,0,9,11
0001311360,M,1936-06-04,1998-02-23,61,60-80,60-70,Midlands,C,17,1993-02-20,0,3250,Midlands,Silver,0,8,6
0001312375,F,1956-04-24,1998-02-23,41,40-60,40-50,London,D,27,1994-02-23,0,10000,South East,Gold,0,,5
0001314483,M,1929-03-15,1998-02-23,68,60-80,60-70,London,A,02,1994-04-05,0,4250,South East,Silver,0,9,4
0001317113,F,1950-07-25,1998-02-23,47,40-60,40-50,London,C,21,1990-05-16,0,0.009999999999999998,South East,Tin,0,14,8
0001318845,F,1927-10-16,1998-02-23,70,60-80,70-80,Wales & West,C,24,1987-06-16,0,3000,Midlands,Silver,0,3,11
0001322516,M,1957-08-25,1998-02-23,40,40-60,40-50,London,B,07,1985-08-15,0,1000,South East,Silver,0,10,13
0001329022,M,1940-10-08,1998-02-23,57,40-60,50-60,Midlands,F,47,1994-10-14,0,0.009999999999999998,Midlands,Tin,0,10,4
0001330489,F,1943-03-16,1998-02-23,54,40-60,50-60,C Scotland,B,12,1990-02-01,0,360,Scottish,Silver,0,11,9
0001334131,F,1949-04-09,1998-02-23,,,,Midlands,B,08,1993-11-10,0,3178.9,Midlands,Silver,0,2,5
0001338498,F,1953-08-15,1998-02-23,44,40-60,40-50,London,B,13,1993-04-03,0,6053.349999999999,South East,Gold,0,9,5
